1,1.916,1634284123,user_group-1,1.901996,,{}
2,2.396,1634284124,user_group-1,2.382041,,{}
3,2.495,1634284124,user_group-1,2.486942,,{}
4,2.575,1634284124,user_group-1,2.570924,,{}
5,4.096,1634284126,user_group-1,2.179004,,{}
6,4.145,1634284126,user_group-1,1.649933,,{}
7,4.708,1634284126,user_group-1,2.311310,,{}
8,4.808,1634284126,user_group-1,2.232733,,{}
9,5.752,1634284127,user_group-1,1.655127,,{}
10,5.945,1634284127,user_group-1,1.799145,,{}
11,6.971,1634284128,user_group-1,2.263154,,{}
12,7.049,1634284129,user_group-1,2.240527,,{}
13,7.401,1634284129,user_group-1,1.648995,,{}
14,7.646,1634284129,user_group-1,1.700215,,{}
15,8.458,1634284130,user_group-1,1.408035,,{}
16,8.746,1634284130,user_group-1,1.773989,,{}
17,9.095,1634284131,user_group-1,1.693945,,{}
18,9.771,1634284131,user_group-1,2.124707,,{}
19,10.718,1634284132,user_group-1,2.259346,,{}
20,10.819,1634284132,user_group-1,2.072890,,{}
21,11.263,1634284133,user_group-1,2.166817,,{}
22,11.922,1634284133,user_group-1,2.150602,,{}
23,12.495,1634284134,user_group-1,1.675472,,{}
24,12.568,1634284134,user_group-1,1.849489,,{}
25,13.448,1634284135,user_group-1,2.184758,,{}
26,14.020,1634284136,user_group-1,2.097332,,{}
27,14.546,1634284136,user_group-1,1.977613,,{}
28,14.626,1634284136,user_group-1,2.130390,,{}
29,14.995,1634284136,user_group-1,1.547049,,{}
30,15.845,1634284137,user_group-1,1.824706,,{}
31,16.303,1634284138,user_group-1,1.757087,,{}
32,16.400,1634284138,user_group-1,1.773838,,{}
33,17.524,1634284139,user_group-1,2.528027,,{}
34,17.712,1634284139,user_group-1,1.866170,,{}
35,18.309,1634284140,user_group-1,2.005051,,{}
36,18.378,1634284140,user_group-1,1.977388,,{}
37,20.196,1634284142,user_group-1,2.483493,,{}
38,20.379,1634284142,user_group-1,2.854449,,{}
39,20.527,1634284142,user_group-1,2.217578,,{}
40,20.602,1634284142,user_group-1,2.223179,,{}
41,22.298,1634284144,user_group-1,1.918405,,{}
42,22.564,1634284144,user_group-1,2.367453,,{}
43,22.748,1634284144,user_group-1,2.146097,,{}
44,22.846,1634284144,user_group-1,2.319127,,{}
45,24.798,1634284146,user_group-1,1.951342,,{}
46,24.896,1634284146,user_group-1,2.597786,,{}
47,24.962,1634284146,user_group-1,2.396959,,{}
48,25.099,1634284147,user_group-1,2.350476,,{}
49,27.419,1634284149,user_group-1,2.522895,,{}
50,27.424,1634284149,user_group-1,2.625079,,{}
51,27.429,1634284149,user_group-1,2.328539,,{}
52,27.511,1634284149,user_group-1,2.548893,,{}
53,29.004,1634284150,user_group-1,1.574636,,{}
54,29.749,1634284151,user_group-1,2.329093,,{}
55,29.846,1634284151,user_group-1,2.422007,,{}
56,29.849,1634284151,user_group-1,2.337855,,{}
57,31.055,1634284153,user_group-1,2.050474,,{}
58,31.598,1634284153,user_group-1,1.848812,,{}
59,31.657,1634284153,user_group-1,1.810541,,{}
60,31.996,1634284153,user_group-1,2.146198,,{}
61,33.198,1634284155,user_group-1,2.142573,,{}
62,33.375,1634284155,user_group-1,1.776759,,{}
63,33.596,1634284155,user_group-1,1.937994,,{}
64,34.112,1634284156,user_group-1,2.115248,,{}
65,35.447,1634284157,user_group-1,2.249069,,{}
66,35.505,1634284157,user_group-1,2.129302,,{}
67,35.818,1634284157,user_group-1,2.221308,,{}
68,36.362,1634284158,user_group-1,2.249389,,{}
69,37.246,1634284159,user_group-1,1.798416,,{}
70,37.576,1634284159,user_group-1,2.070515,,{}
71,37.904,1634284159,user_group-1,2.086120,,{}
72,38.426,1634284160,user_group-1,2.064462,,{}
73,39.151,1634284161,user_group-1,1.904785,,{}
74,39.626,1634284161,user_group-1,2.049208,,{}
75,39.760,1634284161,user_group-1,1.854658,,{}
76,39.997,1634284161,user_group-1,1.569604,,{}
77,41.396,1634284163,user_group-1,2.244328,,{}
78,41.711,1634284163,user_group-1,1.950898,,{}
79,41.946,1634284163,user_group-1,2.319827,,{}
80,41.997,1634284163,user_group-1,1.999576,,{}
81,43.350,1634284165,user_group-1,1.638645,,{}
82,43.618,1634284165,user_group-1,2.221240,,{}
83,43.796,1634284165,user_group-1,1.849682,,{}
84,43.916,1634284165,user_group-1,1.918581,,{}
85,45.613,1634284167,user_group-1,2.262151,,{}
86,45.860,1634284167,user_group-1,2.241757,,{}
87,46.052,1634284168,user_group-1,2.254622,,{}
88,46.158,1634284168,user_group-1,2.241940,,{}
89,48.046,1634284170,user_group-1,1.887531,,{}
90,48.108,1634284170,user_group-1,2.494476,,{}
91,48.370,1634284170,user_group-1,2.509657,,{}
92,48.458,1634284170,user_group-1,2.406175,,{}
93,49.897,1634284171,user_group-1,1.526375,,{}
94,50.507,1634284172,user_group-1,2.460528,,{}
95,50.667,1634284172,user_group-1,2.558477,,{}
96,50.810,1634284172,user_group-1,2.351770,,{}
97,51.897,1634284173,user_group-1,1.999620,,{}
98,52.947,1634284174,user_group-1,2.439760,,{}
99,53.068,1634284175,user_group-1,2.401233,,{}
100,53.097,1634284175,user_group-1,2.286484,,{}
101,54.347,1634284176,user_group-1,2.448505,,{}
102,54.797,1634284176,user_group-1,1.849200,,{}
103,55.497,1634284177,user_group-1,2.398795,,{}
104,55.547,1634284177,user_group-1,2.478462,,{}
105,56.497,1634284178,user_group-1,1.699166,,{}
106,56.601,1634284178,user_group-1,2.253438,,{}
107,57.668,1634284179,user_group-1,2.120573,,{}
108,57.675,1634284179,user_group-1,2.178191,,{}
109,58.711,1634284180,user_group-1,2.110327,,{}
110,58.829,1634284180,user_group-1,2.331867,,{}
111,60.004,1634284181,user_group-1,2.334938,,{}
112,60.049,1634284182,user_group-1,2.372604,,{}
113,60.397,1634284182,user_group-1,1.685119,,{}
114,60.754,1634284182,user_group-1,1.924421,,{}
